WDCAS03CD,WDCAS03NM
00CKFD,Chirton
00CKFE,Collingwood
00CKFF,Cullercoats
00CKFG,Holystone
00CKFH,Howdon
00CKFJ,Longbenton
00CKFK,Monkseaton
00CKFL,North Shields
00CKFM,Northumberland
00CKFN,Riverside
00CKFP,St. Mary's
00CKFQ,Seatonville
00CKFR,Tynemouth
00CKFS,Valley
00CKFT,Wallsend
00CKFU,Weetslade
00CKFW,Whitley Bay
00CLFA,All Saints
00CLFB,Beacon and Bents
00CLFC,Bede
00CLFD,Biddick Hall
00CLFE,Boldon Colliery
00CLFF,Cleadon and East Boldon
00CLFG,Cleadon Park
00CLFH,Fellgate and Hedworth
00CLFJ,Harton
00CLFK,Hebburn Quay
00CLFL,Hebburn South
00CLFM,Horsley Hill
00CLFN,Monkton
00CLFP,Primrose
00CLFQ,Rekendyke
00CLFR,Tyne Dock and Simonside
00CLFS,Westoe
00CLFT,West Park
00CLFU,Whitburn and Marsden
00CLFW,Whiteleas
00CMFA,Castletown
00CMFB,Central
00CMFC,Colliery
00CMFD,Eppleton
00CMFE,Fulwell
00CMFF,Grindon
00CMFG,Hendon
00CMFH,Hetton
00CMFJ,Houghton
00CMFK,Pallion
00CMFL,Ryhope
00CMFM,St. Chad's
00CMFN,St. Michael's
00CMFP,St. Peter's
00CMFQ,Shiney Row
00CMFR,Silksworth
00CMFS,South Hylton
00CMFT,Southwick
00CMFU,Thorney Close
00CMFW,Thornholme
00CMFX,Town End Farm
00CMFY,Washington East
00CMFZ,Washington North
00CMGA,Washington South
00CMGB,Washington West
00CNFA,Acock's Green
00CNFB,Aston
00CNFC,Bartley Green
00CNFD,Billesley
00CNFE,Bournville
00CNFF,Brandwood
00CNFG,Edgbaston
00CNFH,Erdington
00CNFJ,Fox Hollies
00CNFK,Hall Green
00CNFL,Handsworth
00CNFM,Harborne
00CNFN,Hodge Hill
00CNFP,Kingsbury
00CNFQ,King's Norton
00CNFR,Kingstanding
00CNFS,Ladywood
00CNFT,Longbridge
00CNFU,Moseley
00CNFW,Nechells
00CNFX,Northfield
00CNFY,Oscott
00CNFZ,Perry Barr
00CNGA,Quinton
00CNGB,Sandwell
00CNGC,Selly Oak
00CNGD,Shard End
00CNGE,Sheldon
00CNGF,Small Heath
00CNGG,Soho
00CNGH,Sparkbrook
00CNGJ,Sparkhill
00CNGK,Stockland Green
00CNGL,Sutton Four Oaks
00CNGM,Sutton New Hall
00CNGN,Sutton Vesey
00CNGP,Washwood Heath
00CNGQ,Weoley
00CNGR,Yardley
00CQFA,Bablake
00CQFB,Binley and Willenhall
00CQFC,Cheylesmore
00CQFD,Earlsdon
00CQFE,Foleshill
00CQFF,Henley
00CQFG,Holbrook
00CQFH,Longford
00CQFJ,Lower Stoke
00CQFK,Radford
00CQFL,St. Michael's
00CQFM,Sherbourne
00CQFN,Upper Stoke
00CQFP,Wainbody
00CQFQ,Westwood
00CQFR,Whoberley
00CQFS,Woodlands
00CQFT,Wyken
00CRFA,Amblecote
00CRFB,Belle Vale and Hasbury
00CRFC,Brierley Hill
00CRFD,Brockmoor and Pensnett
00CRFE,Castle and Priory
00CRFF,Coseley East
00CRFG,Coseley West
00CRFH,Gornal
00CRFJ,Halesowen North
00CRFK,Halesowen South
00CRFL,Hayley Green
00CRFM,Kingswinford North and Wall Heath
00CRFN,Kingswinford South
00CRFP,Lye and Wollescote
00CRFQ,Netherton and Woodside
00CRFR,Norton
00CRFS,Pedmore and Stourbridge East
00CRFT,Quarry Bank and Cradley
00CRFU,St. Andrews
00CRFW,St. James's
00CRFX,St. Thomas's
00CRFY,Sedgley
00CRFZ,Wollaston and Stourbridge West
00CRGA,Wordsley
00CSFA,Abbey
00CSFB,Blackheath
00CSFC,Bristnall
00CSFD,Charlemont
00CSFE,Cradley Heath and Old Hill
00CSFF,Friar Park
00CSFG,Great Barr
00CSFH,Great Bridge
00CSFJ,Greets Green and Lyng
00CSFK,Hateley Heath
00CSFL,Langley
00CSFM,Newton
00CSFN,Oldbury
00CSFP,Old Warley
00CSFQ,Princes End
00CSFR,Rowley
00CSFS,St. Pauls
00CSFT,Smethwick
00CSFU,Soho and Victoria
00CSFW,Tipton Green
00CSFX,Tividale
00CSFY,Wednesbury North
00CSFZ,Wednesbury South
00CSGA,West Bromwich Central
00CTFA,Bickenhill
00CTFB,Castle Bromwich
00CTFC,Chelmsley Wood
00CTFD,Elmdon
00CTFE,Fordbridge
00CTFF,Kingshurst
00CTFG,Knowle
00CTFH,Lyndon
00CTFJ,Meriden
00CTFK,Olton
00CTFL,Packwood
00CTFM,St. Alphege
00CTFN,Shirley East
00CTFP,Shirley South
00CTFQ,Shirley West
00CTFR,Silhill
00CTFS,Smith's Wood
00CUFA,Aldridge Central and South
00CUFB,Aldridge North and Walsall Wood
00CUFC,Bentley and Darlaston North
00CUFD,Birchills Leamore
00CUFE,Blakenall
00CUFF,Bloxwich East
00CUFG,Bloxwich West
00CUFH,Brownhills
00CUFJ,Darlaston South
00CUFK,Hatherton Rushall
00CUFL,Paddock
00CUFM,Palfrey
00CUFN,Pelsall
00CUFP,Pheasey
00CUFQ,Pleck
00CUFR,St. Matthew's
00CUFS,Short Heath
00CUFT,Streetly
00CUFU,Willenhall North
00CUFW,Willenhall South
00CWFA,Bilston East
00CWFB,Bilston North
00CWFC,Blakenhall
00CWFD,Bushbury
00CWFE,East Park
00CWFF,Ettingshall
00CWFG,Fallings Park
00CWFH,Graiseley
00CWFJ,Heath Town
00CWFK,Low Hill
00CWFL,Merry Hill
00CWFM,Oxley
00CWFN,Park
00CWFP,Penn
00CWFQ,St. Peter's
00CWFR,Spring Vale
00CWFS,Tettenhall Regis
00CWFT,Tettenhall Wightwick
00CWFU,Wednesfield North
00CWFW,Wednesfield South
00CXFA,Baildon
00CXFB,Bingley
00CXFC,Bingley Rural
00CXFD,Bolton
00CXFE,Bowling
00CXFF,Bradford Moor
00CXFG,Clayton
00CXFH,Craven
00CXFJ,Eccleshill
00CXFK,Great Horton
00CXFL,Heaton
00CXFM,Idle
00CXFN,Ilkley
00CXFP,Keighley North
00CXFQ,Keighley South
00CXFR,Keighley West
00CXFS,Little Horton
00CXFT,Odsal
00CXFU,Queensbury
00CXFW,Rombalds
00CXFX,Shipley East
00CXFY,Shipley West
00CXFZ,Thornton
00CXGA,Toller
00CXGB,Tong
00CXGC,Undercliffe
00CXGD,University
00CXGE,Wibsey
00CXGF,Worth Valley
00CXGG,Wyke
00CYFA,Brighouse
00CYFB,Calder Valley
00CYFC,Elland
00CYFD,Greetland and Stainland
00CYFE,Hipperholme and Lightcliffe
00CYFF,Illingworth
00CYFG,Luddendenfoot
00CYFH,Mixenden
00CYFJ,Northowram and Shelf
00CYFK,Ovenden
00CYFL,Rastrick
00CYFM,Ryburn
00CYFN,St. John's
00CYFP,Skircoat
00CYFQ,Sowerby Bridge
00CYFR,Todmorden
00CYFS,Town
00CYFT,Warley
00CZFA,Almondbury
00CZFB,Batley East
00CZFC,Batley West
00CZFD,Birkby
00CZFE,Birstall and Birkenshaw
00CZFF,Cleckheaton
00CZFG,Colne Valley West
00CZFH,Crosland Moor
00CZFJ,Dalton
00CZFK,Deighton
00CZFL,Denby Dale
00CZFM,Dewsbury East
00CZFN,Dewsbury West
00CZFP,Golcar
00CZFQ,Heckmondwike
00CZFR,Holme Valley North
00CZFS,Holme Valley South
00CZFT,Kirkburton
00CZFU,Lindley
00CZFW,Mirfield
00CZFX,Newsome
00CZFY,Paddock
00CZFZ,Spen
00CZGA,Thornhill
00DAFA,Aireborough
00DAFB,Armley
00DAFC,Barwick and Kippax
00DAFD,Beeston
00DAFE,Bramley
00DAFF,Burmantofts
00DAFG,Chapel Allerton
00DAFH,City and Holbeck
00DAFJ,Cookridge
00DAFK,Garforth and Swillington
00DAFL,Halton
00DAFM,Harehills
00DAFN,Headingley
00DAFP,Horsforth
00DAFQ,Hunslet
00DAFR,Kirkstall
00DAFS,Middleton
00DAFT,Moortown
00DAFU,Morley North
00DAFW,Morley South
00DAFX,North
00DAFY,Otley and Wharfedale
00DAFZ,Pudsey North
00DAGA,Pudsey South
00DAGB,Richmond Hill
00DAGC,Rothwell
00DAGD,Roundhay
00DAGE,Seacroft
00DAGF,University
00DAGG,Weetwood
00DAGH,Wetherby
00DAGJ,Whinmoor
00DAGK,Wortley
00DBFA,Castleford Ferry Fryston
00DBFB,Castleford Glasshoughton
00DBFC,Castleford Whitwood
00DBFD,Crofton and Ackworth
00DBFE,Featherstone
00DBFF,Hemsworth
00DBFG,Horbury
00DBFH,Knottingley
00DBFJ,Normanton and Sharlston
00DBFK,Ossett
00DBFL,Pontefract North
00DBFM,Pontefract South
00DBFN,South Elmsall
00DBFP,South Kirkby
00DBFQ,Stanley and Altofts
00DBFR,Stanley and Wrenthorpe
00DBFS,Wakefield Central
00DBFT,Wakefield East
00DBFU,Wakefield North
00DBFW,Wakefield Rural
00DBFX,Wakefield South
00EBMA,Brinkburn
00EBMB,Brus
00EBMC,Dyke House
00EBMD,Elwick
00EBME,Fens
00EBMF,Grange
00EBMG,Greatham
00EBMH,Hart
00EBMJ,Jackson
00EBMK,Owton
00EBML,Park
00EBMM,Rift House
00EBMN,Rossmere
00EBMP,St. Hilda
00EBMQ,Seaton
00EBMR,Stranton
00EBMS,Throston
00ECNC,Acklam
00ECND,Ayresome
00ECNE,Beckfield
00ECNF,Beechwood
00ECNG,Brookfield
00ECNH,Clairville
00ECNJ,Coulby Newham
00ECNK,Gresham
00ECNL,Hemlington
00ECNM,Kader
00ECNN,Ladgate
00ECNP,Linthorpe
00ECNQ,North Ormesby and Brambles Farm
00ECNR,Marton
00ECNS,Marton West
00ECNT,Middlehaven
00ECNU,Nunthorpe
00ECNW,Pallister
00ECNX,Park
00ECNY,Park End
00ECNZ,Stainton and Thornton
00ECPA,Thorntree
00ECPB,University
00EEMZ,Brotton
00EENA,Coatham
00EENB,Dormanstown
00EENC,Eston
00EEND,Grangetown
00EENE,Guisborough
00EENF,Hutton
00EENG,Kirkleatham
00EENH,Lockwood
00EENJ,Loftus
00EENK,Longbeck
00EENL,Newcomen
00EENM,Normanby
00EENN,Ormesby
00EENP,St Germain's
00EENQ,Saltburn
00EENR,Skelton
00EENS,South Bank
00EENT,Teesville
00EENU,West Dyke
00EENW,Westworth
00EENX,Zetland
00EFMA,Bishopsgarth
00EFMB,Blue Hall
00EFMC,Charltons
00EFMD,Egglescliffe
00EFME,Elm Tree
00EFMF,Fairfield
00EFMG,Glebe
00EFMH,Grange
00EFMJ,Grangefield
00EFMK,Hardwick
00EFML,Hartburn
00EFMM,Ingleby Barwick
00EFMN,Mandale
00EFMP,Marsh House
00EFMQ,Mile House
00EFMR,Newtown
00EFMS,Northfield
00EFMT,Norton
00EFMU,Parkfield
00EFMW,Portrack and Tilery
00EFMX,Preston
00EFMY,Roseworth
00EFMZ,St. Aidan's
00EFNA,St. Cuthbert's
00EFNB,Stainsby
00EFNC,Victoria
00EFND,Village
00EFNE,Whitton
00EFNF,Wolviston
00EFNG,Yarm
00EHNC,Bank Top
00EHND,Central
00EHNE,Cockerton East
00EHNF,Cockerton West
00EHNG,College
00EHNH,Eastbourne
00EHNJ,Faverdale
00EHNK,Harrowgate Hill
00EHNL,Haughton East
00EHNM,Haughton North
00EHNN,Haughton West
00EHNP,Heighington and Coniscliffe
00EHNQ,Hummersknott
00EHNR,Hurworth
00EHNS,Lascelles
00EHNT,Lingfield
00EHNU,Middleton St George
00EHNW,Mowden
00EHNX,North Road
00EHNY,Northgate
00EHNZ,Park East
00EHPA,Park West
00EHPB,Pierremont
00EHPC,Sadberge and Whessoe
00ETMY,Appleton
00ETMZ,Beechwood
00ETNA,Birchfield
00ETNB,Broadheath
00ETNC,Castlefields
00ETND,Daresbury
00ETNE,Ditton
00ETNF,Farnworth
00ETNG,Grange
00ETNH,Hale
00ETNJ,Halton Brook
00ETNK,Halton Lea
00ETNL,Halton View
00ETNM,Heath
00ETNN,Hough Green
00ETNP,Kingsway
00ETNQ,Mersey
00ETNR,Norton North
00ETNS,Norton South
00ETNT,Riverside
00ETNU,Windmill Hill
00EUNB,Appleton
00EUNC,Bewsey and Whitecross
00EUND,Birchwood
00EUNE,Burtonwood and Winwick
00EUNF,"Culcheth, Glazebury and Croft"
00EUNG,Fairfield and Howley
00EUNH,Grappenhall and Thelwall
00EUNJ,Great Sankey North
00EUNK,Great Sankey South
00EUNL,"Hatton, Stretton and Walton"
00EUNM,Latchford East
00EUNN,Latchford West
00EUNP,Lymm
00EUNQ,Orford
00EUNR,Penketh and Cuerdley
00EUNS,Poplars and Hulme
00EUNT,Poulton North
00EUNU,Poulton South
00EUNW,Rixton and Woolston
00EUNX,Stockton Heath
00EUNY,Westbrook
00EUNZ,Whittle Hall
00EXMZ,Audley
00EXNA,Bastwell
00EXNB,Beardwood with Lammack
00EXNC,Corporation Park
00EXND,Earcroft
00EXNE,East Rural
00EXNF,Ewood
00EXNG,Fernhurst
00EXNH,Higher Croft
00EXNJ,Little Harwood
00EXNK,Livesey with Pleasington
00EXNL,Marsh House
00EXNM,Meadowhead
00EXNN,Mill Hill
00EXNP,North Turton with Tockholes
00EXNQ,Queen's Park
00EXNR,Roe Lee
00EXNS,Shadsworth with Whitebirk
00EXNT,Shear Brow
00EXNU,Sudell
00EXNW,Sunnyhurst
00EXNX,Wensley Fold
00EXNY,Whitehall
00EYMZ,Anchorsholme
00EYNA,Bispham
00EYNB,Bloomfield
00EYNC,Brunswick
00EYND,Claremont
00EYNE,Clifton
00EYNF,Greenlands
00EYNG,Hawes Side
00EYNH,Highfield
00EYNJ,Ingthorpe
00EYNK,Layton
00EYNL,Marton
00EYNM,Norbreck
00EYNN,Park
00EYNP,Squires Gate
00EYNQ,Stanley
00EYNR,Talbot
00EYNS,Tyldesley
00EYNT,Victoria
00EYNU,Warbreck
00EYNW,Waterloo
00FAMX,Avenue
00FAMY,Beverley
00FAMZ,Boothferry
00FANA,Bransholme East
00FANB,Bransholme West
00FANC,Bricknell
00FAND,Derringham
00FANE,Drypool
00FANF,Holderness
00FANG,Ings
00FANH,Kings Park
00FANJ,Longhill
00FANK,Marfleet
00FANL,Myton
00FANM,Newington
00FANN,Newland
00FANP,Orchard Park and Greenwood
00FANQ,Pickering
00FANR,St Andrew's
00FANS,Southcoates East
00FANT,Southcoates West
00FANU,Sutton
00FANW,University
00FBND,Beverley Rural
00FBNE,Bridlington Central and Old Town
00FBNF,Bridlington North
00FBNG,Bridlington South
00FBNH,Cottingham North
00FBNJ,Cottingham South
00FBNK,Dale
00FBNL,Driffield and Rural
00FBNM,East Wolds and Coastal
00FBNN,Goole North
00FBNP,Goole South
00FBNQ,Hessle
00FBNR,Howden
00FBNS,Howdenshire
00FBNT,Mid Holderness
00FBNU,Minster and Woodmansey
00FBNW,North Holderness
00FBNX,Pocklington Provincial
00FBNY,St Mary's
00FBNZ,"Snaith, Airmyn, Rawcliffe and Marshland"
00FBPA,South East Holderness
00FBPB,South Hunsley
00FBPC,South West Holderness
00FBPD,Tranby
00FBPE,Willerby and Kirk Ella
00FBPF,Wolds Weighton
00FCMQ,Croft Baker
00FCMR,East Marsh
00FCMS,Freshney
00FCMT,Haverstoe
00FCMU,Heneage
00FCMW,Humberston and New Waltham
00FCMX,Immingham
00FCMY,Park
00FCMZ,Scartho
00FCNA,Sidney Sussex
00FCNB,South
00FCNC,Waltham
00FCND,West Marsh
00FCNE,Wolds
00FCNF,Yarborough
00FDMR,Ashby
00FDMS,Axholme Central
00FDMT,Axholme North
00FDMU,Axholme South
00FDMW,Barton
00FDMX,Bottesford
00FDMY,Brigg and Wolds
00FDMZ,Broughton and Appleby
00FDNA,Brumby
00FDNB,Burringham and Gunness
00FDNC,Burton upon Stather and Winterton
00FDND,Crosby and Park
00FDNE,Ferry
00FDNF,Frodingham
00FDNG,Kingsway with Lincoln Gardens
00FDNH,Ridge
00FDNJ,Town
00FFNG,Acomb
00FFNH,Bishopthorpe
00FFNJ,Clifton
00FFNK,Derwent
00FFNL,Dringhouses and Woodthorpe
00FFNM,Fishergate
00FFNN,Fulford
00FFNP,Guildhall
00FFNQ,Haxby and Wigginton
00FFNR,Heslington
00FFNS,Heworth
00FFNT,Heworth Without
00FFNU,Holgate
00FFNW,Hull Road
00FFNX,Huntington and New Earswick
00FFNY,Micklegate
00FFNZ,Osbaldwick
00FFPA,Rural West York
00FFPB,"Skelton, Rawcliffe and Clifton Without"
00FFPC,Strensall
00FFPD,Westfield
00FFPE,Wheldrake
00FKMX,Abbey
00FKMY,Allestree
00FKMZ,Alvaston
00FKNA,Arboretum
00FKNB,Blagreaves
00FKNC,Boulton
00FKND,Chaddesden
00FKNE,Chellaston
00FKNF,Darley
00FKNG,Derwent
00FKNH,Littleover
00FKNJ,Mackworth
00FKNK,Mickleover
00FKNL,Normanton
00FKNM,Oakwood
00FKNN,Sinfin
00FKNP,Spondon
00FNNF,Abbey
00FNNG,Aylestone
00FNNH,Beaumont Leys
00FNNJ,Belgrave
00FNNK,Braunstone Park and Rowley Fields
00FNNL,Castle
00FNNM,Charnwood
00FNNN,Coleman
00FNNP,Evington
00FNNQ,Eyres Monsell
00FNNR,Fosse
00FNNS,Freemen
00FNNT,Humberstone and Hamilton
00FNNU,Knighton
00FNNW,Latimer
00FNNX,New Parks
00FNNY,Rushey Mead
00FNNZ,Spinney Hills
00FNPA,Stoneygate
00FNPB,Thurncourt
00FNPC,Westcotes
00FNPD,Western Park
00FPMS,Braunston and Belton
00FPMT,Cottesmore
00FPMU,Exton
00FPMW,Greetham
00FPMX,Ketton
00FPMY,Langham
00FPMZ,Lyddington
00FPNA,Martinsthorpe
00FPNB,Normanton
00FPNC,Oakham North East
00FPND,Oakham North West
00FPNE,Oakham South East
00FPNF,Oakham South West
00FPNG,Ryhall and Casterton
00FPNH,Uppingham
00FPNJ,Whissendine
00FYNE,Arboretum
00FYNF,Aspley
00FYNG,Basford
00FYNH,Berridge
00FYNJ,Bestwood
00FYNK,Bilborough
00FYNL,Bridge
00FYNM,Bulwell
00FYNN,Bulwell Forest
00FYNP,Clifton North
00FYNQ,Clifton South
00FYNR,Dales
00FYNS,Dunkirk and Lenton
00FYNT,Leen Valley
00FYNU,Mapperley
00FYNW,Radford and Park
00FYNX,St Ann's
00FYNY,Sherwood
00FYNZ,Wollaton East and Lenton Abbey
00FYPA,Wollaton West
00GANY,Aylestone
00GANZ,Backbury
00GAPA,Belmont
00GAPB,Bircher
00GAPC,Bringsty
00GAPD,Bromyard
00GAPE,"Burghill, Holmer and Lyde"
00GAPF,Castle
00GAPG,Central
00GAPH,Credenhill
00GAPJ,Frome
00GAPK,Golden Cross with Weobley
00GAPL,Golden Valley North
00GAPM,Golden Valley South
00GAPN,Hagley
00GAPP,Hampton Court
00GAPQ,Hollington
00GAPR,Hope End
00GAPS,Kerne Bridge
00GAPT,Kington Town
00GAPU,Ledbury
00GAPW,Leominster North
00GAPX,Leominster South
00GAPY,Llangarron
00GAPZ,Mortimer
00GAQA,Old Gore
00GAQB,Pembridge and Lyonshall with Titley
00GAQC,Penyard
00GAQD,Pontrilas
00GAQE,Ross-on-Wye East
00GAQF,Ross-on-Wye West
00GAQG,St Martins and Hinton
00GAQH,St Nicholas
00GAQJ,Stoney Street
00GAQK,Sutton Walls
00GAQL,Three Elms
00GAQM,Tupsley
00GAQN,Upton
00GAQP,Valletts
00GAQQ,Wormsley Ridge
00GFNM,Apley Castle
00GFNN,Arleston
00GFNP,Brookside
00GFNQ,Church Aston and Lilleshall
00GFNR,College
00GFNS,Cuckoo Oak
00GFNT,Dawley Magna
00GFNU,Donnington
00GFNW,Dothill
00GFNX,Edgmond
00GFNY,Ercall
00GFNZ,Ercall Magna
00GFPA,Hadley and Leegomery
00GFPB,Haygate
00GFPC,Horsehay and Lightmoor
00GFPD,Ironbridge Gorge
00GFPE,Ketley and Oakengates
00GFPF,Lawley and Overdale
00GFPG,Madeley
00GFPH,Malinslee
00GFPJ,Muxton
00GFPK,Newport East
00GFPL,Newport North
00GFPM,Newport South
00GFPN,Newport West
00GFPP,Park
00GFPQ,Priorslee
00GFPR,St Georges
00GFPS,Shawbirch
00GFPT,The Nedge
00GFPU,Woodside
00GFPW,Wrockwardine
00GFPX,Wrockwardine Wood and Trench
00GLMX,Abbey Green
00GLMY,Bentilee and Townsend
00GLMZ,Berryhill and Hanley East
00GLNA,Blurton
00GLNB,Burslem North
00GLNC,Burslem South
00GLND,Chell and Packmoor
00GLNE,East Valley
00GLNF,Fenton
00GLNG,Hanley West and Shelton
00GLNH,Hartshill and Penkhull
00GLNJ,Longton North
00GLNK,Longton South
00GLNL,Meir Park and Sandon
00GLNM,Northwood and Birches Head
00GLNN,Norton and Bradeley
00GLNP,Stoke and Trent Vale
00GLNQ,Trentham and Hanford
00GLNR,Tunstall
00GLNS,Weston and Meir North
00HANP,Abbey
00HANQ,Bathavon North
00HANR,Bathavon South
00HANS,Bathavon West
00HANT,Bathwick
00HANU,Chew Valley North
00HANW,Chew Valley South
00HANX,Clutton
00HANY,Combe Down
00HANZ,Farmborough
00HAPA,High Littleton
00HAPB,Keynsham East
00HAPC,Keynsham North
00HAPD,Keynsham South
00HAPE,Kingsmead
00HAPF,Lambridge
00HAPG,Lansdown
00HAPH,Lyncombe
00HAPJ,Mendip
00HAPK,Midsomer Norton North
00HAPL,Midsomer Norton Redfield
00HAPM,Newbridge
00HAPN,Odd Down
00HAPP,Oldfield
00HAPQ,Paulton
00HAPR,Peasedown
00HAPS,Publow and Whitchurch
00HAPT,Radstock
00HAPU,Saltford
00HAPW,Southdown
00HAPX,Timsbury
00HAPY,Twerton
00HAPZ,Walcot
00HAQA,Westfield
00HAQB,Westmoreland
00HAQC,Weston
00HAQD,Widcombe
00HBNM,Ashley
00HBNN,Avonmouth
00HBNP,Bedminster
00HBNQ,Bishopston
00HBNR,Bishopsworth
00HBNS,Brislington East
00HBNT,Brislington West
00HBNU,Cabot
00HBNW,Clifton
00HBNX,Clifton East
00HBNY,Cotham
00HBNZ,Easton
00HBPA,Eastville
00HBPB,Filwood
00HBPC,Frome Vale
00HBPD,Hartcliffe
00HBPE,Henbury
00HBPF,Hengrove
00HBPG,Henleaze
00HBPH,Hillfields
00HBPJ,Horfield
00HBPK,Kingsweston
00HBPL,Knowle
00HBPM,Lawrence Hill
00HBPN,Lockleaze
00HBPP,Redland
00HBPQ,St George East
00HBPR,St George West
00HBPS,Southmead
00HBPT,Southville
00HBPU,Stockwood
00HBPW,Stoke Bishop
00HBPX,Westbury-on-Trym
00HBPY,Whitchurch Park
00HBPZ,Windmill Hill
00HCNP,Backwell
00HCNQ,Banwell and Winscombe
00HCNR,Blagdon and Churchill
00HCNS,Clevedon Central
00HCNT,Clevedon East
00HCNU,Clevedon North
00HCNW,Clevedon South
00HCNX,Clevedon Walton
00HCNY,Clevedon West
00HCNZ,Clevedon Yeo
00HCPA,Congresbury
00HCPB,Easton-in-Gordano
00HCPC,Gordano
00HCPD,Hutton and Locking
00HCPE,Kewstoke
00HCPF,Nailsea East
00HCPG,Nailsea North and West
00HCPH,Pill
00HCPJ,Portishead Central
00HCPK,Portishead Coast
00HCPL,Portishead East
00HCPM,Portishead Redcliffe Bay
00HCPN,Portishead South and North Weston
00HCPP,Portishead West
00HCPQ,Weston-super-Mare Central
00HCPR,Weston-super-Mare Clarence and Uphill
00HCPS,Weston-super-Mare East
00HCPT,Weston-super-Mare Milton and Old Worle
00HCPU,Weston-super-Mare North Worle
00HCPW,Weston-super-Mare South
00HCPX,Weston-super-Mare South Worle
00HCPY,Weston-super-Mare West
00HCPZ,Winford
00HCQA,Wraxall and Long Ashton
00HCQB,Wrington
00HCQC,Yatton
00HDNR,Almondsbury
00HDNS,Alveston
00HDNT,Bitton
00HDNU,Boyd Valley
00HDNW,Bradley Stoke  Baileys Court
00HDNX,Bradley Stoke  Bowsland
00HDNY,Bradley Stoke  Sherbourne
00HDNZ,Charfield
00HDPA,Chipping Sodbury
00HDPB,Cotswold Edge
00HDPC,Dodington
00HDPD,Downend
00HDPE,Filton
00HDPF,Frampton Cotterell
00HDPG,Hanham
00HDPH,Kings Chase
00HDPJ,Ladden Brook
00HDPK,Longwell Green
00HDPL,Oldland Common
00HDPM,Parkwall
00HDPN,Patchway
00HDPP,Pilning and Severn Beach
00HDPQ,Rodway
00HDPR,Severn
00HDPS,Siston
00HDPT,Staple Hill
00HDPU,Stoke Gifford
00HDPW,Thornbury North
00HDPX,Thornbury South
00HDPY,Westerleigh
00HDPZ,Winterbourne
00HDQA,Woodstock
00HDQB,Yate Central
00HDQC,Yate North
00HDQD,Yate West
00HGMX,Budshead
00HGMY,Compton
00HGMZ,Devonport
00HGNA,Drake
00HGNB,Efford and Lipson
00HGNC,Eggbuckland
00HGND,Ham
00HGNE,Honicknowle
00HGNF,Moor View
00HGNG,Peverell
00HGNH,Plympton Chaddlewood
00HGNJ,Plympton Erle
00HGNK,Plympton St Mary
00HGNL,Plymstock Dunstone
00HGNM,Plymstock Radford
00HGNN,St Budeaux
00HGNP,St Peter and the Waterfront
00HGNQ,Southway
00HGNR,Stoke
00HGNS,Sutton and Mount Gould
00HHMN,Berry Head-with-Furzeham
00HHMP,Blatchcombe
00HHMQ,Churston-with-Galmpton
00HHMR,Clifton-with-Maidenway
00HHMS,Cockington-with-Chelston
00HHMT,Ellacombe
00HHMU,Goodrington-with-Roselands
00HHMW,Preston
00HHMX,Roundham-with-Hyde
00HHMY,St Marychurch
00HHMZ,St Mary's-with-Summercombe
00HHNA,Shiphay-with-the-Willows
00HHNB,Tormohun
00HHNC,Watcombe
00HHND,Wellswood
00HNMW,Boscombe East
00HNMX,Boscombe West
00HNMY,Central
00HNMZ,East Cliff and Springbourne
00HNNA,East Southbourne and Tuckton
00HNNB,Kinson North
00HNNC,Kinson South
00HNND,Littledown and Iford
00HNNE,Moordown
00HNNF,Queen's Park
00HNNG,Redhill and Northbourne
00HNNH,Strouden Park
00HNNJ,Talbot and Branksome Woods
00HNNK,Throop and Muscliff
00HNNL,Wallisdown and Winton West
00HNNM,West Southbourne
00HNNN,Westbourne and West Cliff
00HNNP,Winton East
00HPMP,Alderney
00HPMQ,Branksome East
00HPMR,Branksome West
00HPMS,Broadstone
00HPMT,Canford Cliffs
00HPMU,Canford Heath East
00HPMW,Canford Heath West
00HPMX,Creekmoor
00HPMY,Hamworthy East
00HPMZ,Hamworthy West
00HPNA,Merley and Bearwood
00HPNB,Newtown
00HPNC,Oakdale
00HPND,Parkstone
00HPNE,Penn Hill
00HPNF,Poole Town
00HXMY,Abbey Meads
00HXMZ,Blunsdon
00HXNA,Central
00HXNB,Covingham and Nythe
00HXNC,Dorcan
00HXND,Eastcott
00HXNE,Freshbrook and Grange Park
00HXNF,Gorse Hill and Pinehurst
00HXNG,Haydon Wick
00HXNH,Highworth
00HXNJ,Moredon
00HXNK,Old Town and Lawn
00HXNL,Parks
00HXNM,Penhill
00HXNN,Ridgeway
00HXNP,St Margaret
00HXNQ,St Philip
00HXNR,Shaw and Nine Elms
00HXNS,Toothill and Westlea
00HXNT,Walcot
00HXNU,Western
00HXNW,Wroughton and Chiseldon
00JANB,Barnack
00JANC,Bretton North
00JAND,Bretton South
00JANE,Central
00JANF,Dogsthorpe
00JANG,East
00JANH,Eye and Thorney
00JANJ,Fletton
00JANK,Glinton and Wittering
00JANL,Newborough
00JANM,North
00JANN,Northborough
00JANP,Orton Longueville
00JANQ,Orton Waterville
00JANR,Orton with Hampton
00JANS,Park
00JANT,Paston
00JANU,Ravensthorpe
00JANW,Stanground Central
00JANX,Stanground East
00JANY,Walton
00JANZ,Werrington North
00JAPA,Werrington South
00JAPB,West
00KAMS,Barnfield
00KAMT,Biscot
00KAMU,Bramingham
