WDSTL05CD,WDSTL05NM
00CHGT,Whickham North
00CHGU,Whickham South and Sunniside
00CHGW,Windy Nook and Whitehills
00CHGX,Winlaton and High Spen
00CJGD,Benwell and Scotswood
00CJGE,Blakelaw
00CJGF,Byker
00CJGG,Castle
00CJGH,Dene
00CJGJ,Denton
00CJGK,East Gosforth
00CJGL,Elswick
00CJGM,Fawdon
00CJGN,Fenham
00CJGP,Kenton
00CJGQ,Lemington
00CJGR,Newburn
00CJGS,North Heaton
00CJGT,North Jesmond
00CJGU,Ouseburn
00CJGW,Parklands
00CJGX,South Heaton
00CJGY,South Jesmond
00CJGZ,Walker
00CJHA,Walkergate
00CJHB,Westerhope
00CJHC,Westgate
00CJHD,West Gosforth
00CJHE,Wingrove
00CJHF,Woolsington
00CKFX,Battle Hill
00CKFY,Benton
00CKFZ,Camperdown
00CKGA,Chirton
00CKGB,Collingwood
00CKGC,Cullercoats
00CKGD,Howdon
00CKGE,Killingworth
00CKGF,Longbenton
00CKGG,Monkseaton North
00CKGH,Monkseaton South
00CKGJ,Northumberland
00CKGK,Preston
00CKGL,Riverside
00CKGM,St Mary's
00CKGN,Tynemouth
00CKGP,Valley
00CKGQ,Wallsend
00CKGR,Weetslade
00CKGS,Whitley Bay
00CLFX,Beacon and Bents
00CLFY,Bede
00CLFZ,Biddick and All Saints
00CLGA,Boldon Colliery
00CLGB,Cleadon and East Boldon
00CLGC,Cleadon Park
00CLGD,Fellgate and Hedworth
00CLGE,Harton
00CLGF,Hebburn North
00CLGG,Hebburn South
00CLGH,Horsley Hill
00CLGJ,Monkton
00CLGK,Primrose
00CLGL,Simonside and Rekendyke
00CLGM,Westoe
00CLGN,West Park
00CLGP,Whitburn and Marsden
00CLGQ,Whiteleas
00CMGC,Barnes
00CMGD,Castle
00CMGE,Copt Hill
00CMGF,Doxford
00CMGG,Fulwell
00CMGH,Hendon
00CMGJ,Hetton
00CMGK,Houghton
00CMGL,Millfield
00CMGM,Pallion
00CMGN,Redhill
00CMGP,Ryhope
00CMGQ,St Anne's
00CMGR,St Chad's
00CMGS,St Michael's
00CMGT,St Peter's
00CMGU,Sandhill
00CMGW,Shiney Row
00CMGX,Silksworth
00CMGY,Southwick
00CMGZ,Washington Central
00CMHA,Washington East
00CMHB,Washington North
00CMHC,Washington South
00CMHD,Washington West
00CNGS,Acocks Green
00CNGT,Aston
00CNGU,Bartley Green
00CNGW,Billesley
00CNGX,Bordesley Green
00CNGY,Bournville
00CNGZ,Brandwood
00CNHA,Edgbaston
00CNHB,Erdington
00CNHC,Hall Green
00CNHD,Handsworth Wood
00CNHE,Harborne
00CNHF,Hodge Hill
00CNHG,Kings Norton
00CNHH,Kingstanding
00CNHJ,Ladywood
00CNHK,Longbridge
00CNHL,Lozells and East Handsworth
00CNHM,Moseley and Kings Heath
00CNHN,Nechells
00CNHP,Northfield
00CNHQ,Oscott
00CNHR,Perry Barr
00CNHS,Quinton
00CNHT,Selly Oak
00CNHU,Shard End
00CNHW,Sheldon
00CNHX,Soho
00CNHY,South Yardley
00CNHZ,Sparkbrook
00CNJA,Springfield
00CNJB,Stechford and Yardley North
00CNJC,Stockland Green
00CNJD,Sutton Four Oaks
00CNJE,Sutton New Hall
00CNJF,Sutton Trinity
00CNJG,Sutton Vesey
00CNJH,Tyburn
00CNJJ,Washwood Heath
00CNJK,Weoley
00CQFU,Bablake
00CQFW,Binley and Willenhall
00CQFX,Cheylesmore
00CQFY,Earlsdon
00CQFZ,Foleshill
00CQGA,Henley
00CQGB,Holbrook
00CQGC,Longford
00CQGD,Lower Stoke
00CQGE,Radford
00CQGF,St Michael's
00CQGG,Sherbourne
00CQGH,Upper Stoke
00CQGJ,Wainbody
00CQGK,Westwood
00CQGL,Whoberley
00CQGM,Woodlands
00CQGN,Wyken
00CRGB,Amblecote
00CRGC,Belle Vale
00CRGD,Brierley Hill
00CRGE,Brockmoor and Pensnett
00CRGF,Castle and Priory
00CRGG,Coseley East
00CRGH,Cradley and Foxcote
00CRGJ,Gornal
00CRGK,Halesowen North
00CRGL,Halesowen South
00CRGM,Hayley Green and Cradley South
00CRGN,Kingswinford North and Wall Heath
00CRGP,Kingswinford South
00CRGQ,Lye and Wollescote
00CRGR,"Netherton, Woodside and St Andrews"
00CRGS,Norton
00CRGT,Pedmore and Stourbridge East
00CRGU,Quarry Bank and Dudley Wood
00CRGW,St James's
00CRGX,St Thomas's
00CRGY,Sedgley
00CRGZ,Upper Gornal and Woodsetton
00CRHA,Wollaston and Stourbridge Town
00CRHB,Wordsley
00CSGB,Abbey
00CSGC,Blackheath
00CSGD,Bristnall
00CSGE,Charlemont with Grove Vale
00CSGF,Cradley Heath and Old Hill
00CSGG,Friar Park
00CSGH,Great Barr with Yew Tree
00CSGJ,Great Bridge
00CSGK,Greets Green and Lyng
00CSGL,Hateley Heath
00CSGM,Langley
00CSGN,Newton
00CSGP,Old Warley
00CSGQ,Oldbury
00CSGR,Princes End
00CSGS,Rowley
00CSGT,St Pauls
00CSGU,Smethwick
00CSGW,Soho and Victoria
00CSGX,Tipton Green
00CSGY,Tividale
00CSGZ,Wednesbury North
00CSHA,Wednesbury South
00CSHB,West Bromwich Central
00CTFT,Bickenhill
00CTFU,Blythe
00CTFW,Castle Bromwich
00CTFX,Chelmsley Wood
00CTFY,Dorridge and Hockley Heath
00CTFZ,Elmdon
00CTGA,Kingshurst and Fordbridge
00CTGB,Knowle
00CTGC,Lyndon
00CTGD,Meriden
00CTGE,Olton
00CTGF,St Alphege
00CTGG,Shirley East
00CTGH,Shirley South
00CTGJ,Shirley West
00CTGK,Silhill
00CTGL,Smith's Wood
00CUFX,Aldridge Central and South
00CUFY,Aldridge North and Walsall Wood
00CUFZ,Bentley and Darlaston North
00CUGA,Birchills Leamore
00CUGB,Blakenall
00CUGC,Bloxwich East
00CUGD,Bloxwich West
00CUGE,Brownhills
00CUGF,Darlaston South
00CUGG,Paddock
00CUGH,Palfrey
00CUGJ,Pelsall
00CUGK,Pheasey Park Farm
00CUGL,Pleck
00CUGM,Rushall-Shelfield
00CUGN,St Matthew's
00CUGP,Short Heath
00CUGQ,Streetly
00CUGR,Willenhall North
00CUGS,Willenhall South
00CWFX,Bilston East
00CWFY,Bilston North
00CWFZ,Blakenhall
00CWGA,Bushbury North
00CWGB,Bushbury South and Low Hill
00CWGC,East Park
00CWGD,Ettingshall
00CWGE,Fallings Park
00CWGF,Graiseley
00CWGG,Heath Town
00CWGH,Merry Hill
00CWGJ,Oxley
00CWGK,Park
00CWGL,Penn
00CWGM,St Peter's
00CWGN,Spring Vale
00CWGP,Tettenhall Regis
00CWGQ,Tettenhall Wightwick
00CWGR,Wednesfield North
00CWGS,Wednesfield South
00CXGH,Baildon
00CXGJ,Bingley
00CXGK,Bingley Rural
00CXGL,Bolton and Undercliffe
00CXGM,Bowling and Barkerend
00CXGN,Bradford Moor
00CXGP,City
00CXGQ,Clayton and Fairweather Green
00CXGR,Craven
00CXGS,Eccleshill
00CXGT,Great Horton
00CXGU,Heaton
00CXGW,Idle and Thackley
00CXGX,Ilkley
00CXGY,Keighley Central
00CXGZ,Keighley East
00CXHA,Keighley West
00CXHB,Little Horton
00CXHC,Manningham
00CXHD,Queensbury
00CXHE,Royds
00CXHF,Shipley
00CXHG,Thornton and Allerton
00CXHH,Toller
00CXHJ,Tong
00CXHK,Wharfedale
00CXHL,Wibsey
00CXHM,Windhill and Wrose
00CXHN,Worth Valley
00CXHP,Wyke
00CYFU,Brighouse
00CYFW,Calder
00CYFX,Elland
00CYFY,Greetland and Stainland
00CYFZ,Hipperholme and Lightcliffe
00CYGA,Illingworth and Mixenden
00CYGB,Luddendenfoot
00CYGC,Northowram and Shelf
00CYGD,Ovenden
00CYGE,Park
00CYGF,Rastrick
00CYGG,Ryburn
00CYGH,Skircoat
00CYGJ,Sowerby Bridge
00CYGK,Todmorden
00CYGL,Town
00CYGM,Warley
00CZGB,Almondbury
00CZGC,Ashbrow
00CZGD,Batley East
00CZGE,Batley West
00CZGF,Birstall and Birkenshaw
00CZGG,Cleckheaton
00CZGH,Colne Valley
00CZGJ,Crosland Moor and Netherton
00CZGK,Dalton
00CZGL,Denby Dale
00CZGM,Dewsbury East
00CZGN,Dewsbury South
00CZGP,Dewsbury West
00CZGQ,Golcar
00CZGR,Greenhead
00CZGS,Heckmondwike
00CZGT,Holme Valley North
00CZGU,Holme Valley South
00CZGW,Kirkburton
00CZGX,Lindley
00CZGY,Liversedge and Gomersal
00CZGZ,Mirfield
00CZHA,Newsome
00DAGL,Adel and Wharfedale
00DAGM,Alwoodley
00DAGN,Ardsley and Robin Hood
00DAGP,Armley
00DAGQ,Beeston and Holbeck
00DAGR,Bramley and Stanningley
00DAGS,Burmantofts and Richmond Hill
00DAGT,Calverley and Farsley
00DAGU,Chapel Allerton
00DAGW,City and Hunslet
00DAGX,Cross Gates and Whinmoor
00DAGY,Farnley and Wortley
00DAGZ,Garforth and Swillington
00DAHA,Gipton and Harehills
00DAHB,Guiseley and Rawdon
00DAHC,Harewood
00DAHD,Headingley
00DAHE,Horsforth
00DAHF,Hyde Park and Woodhouse
00DAHG,Killingbeck and Seacroft
00DAHH,Kippax and Methley
00DAHJ,Kirkstall
00DAHK,Middleton Park
00DAHL,Moortown
00DAHM,Morley North
00DAHN,Morley South
00DAHP,Otley and Yeadon
00DAHQ,Pudsey
00DAHR,Rothwell
00DAHS,Roundhay
00DAHT,Temple Newsam
00DAHU,Weetwood
00DAHW,Wetherby
00DBFY,"Ackworth, North Elmsall and Upton"
00DBFZ,Airedale and Ferry Fryston
00DBGA,Altofts and Whitwood
00DBGB,Castleford Central and Glasshoughton
00DBGC,"Crofton, Ryhill and Walton"
00DBGD,Featherstone
00DBGE,Hemsworth
00DBGF,Horbury and South Ossett
00DBGG,Knottingley
00DBGH,Normanton
00DBGJ,Ossett
00DBGK,Pontefract North
00DBGL,Pontefract South
00DBGM,South Elmsall and South Kirkby
00DBGN,Stanley and Outwood East
00DBGP,Wakefield East
00DBGQ,Wakefield North
00DBGR,Wakefield Rural
00DBGS,Wakefield South
00DBGT,Wakefield West
00DBGU,Wrenthorpe and Outwood West
00EBMT,Brus
00EBMU,Burn Valley
00EBMW,Dyke House
00EBMX,Elwick
00EBMY,Fens
00EBMZ,Foggy Furze
00EBNA,Grange
00EBNB,Greatham
00EBNC,Hart
00EBND,Owton
00EBNE,Park
00EBNF,Rift House
00EBNG,Rossmere
00EBNH,St Hilda
00EBNJ,Seaton
00EBNK,Stranton
00EBNL,Throston
00ECNC,Acklam
00ECND,Ayresome
00ECNE,Beckfield
00ECNF,Beechwood
00ECNG,Brookfield
00ECNH,Clairville
00ECNJ,Coulby Newham
00ECNK,Gresham
00ECNL,Hemlington
00ECNM,Kader
00ECNN,Ladgate
00ECNP,Linthorpe
00ECNQ,North Ormesby and Brambles Farm
00ECNR,Marton
00ECNS,Marton West
00ECNT,Middlehaven
00ECNU,Nunthorpe
00ECNW,Pallister
00ECNX,Park
00ECNY,Park End
00ECNZ,Stainton and Thornton
00ECPA,Thorntree
00ECPB,University
00EEMZ,Brotton
00EENA,Coatham
00EENB,Dormanstown
00EENC,Eston
00EEND,Grangetown
00EENE,Guisborough
00EENF,Hutton
00EENG,Kirkleatham
00EENH,Lockwood
00EENJ,Loftus
00EENK,Longbeck
00EENL,Newcomen
00EENM,Normanby
00EENN,Ormesby
00EENP,St Germain's
00EENQ,Saltburn
00EENR,Skelton
00EENS,South Bank
00EENT,Teesville
00EENU,West Dyke
00EENW,Westworth
00EENX,Zetland
00EFNH,Billingham Central
00EFNJ,Billingham East
00EFNK,Billingham North
00EFNL,Billingham South
00EFNM,Billingham West
00EFNN,Bishopsgarth and Elm Tree
00EFNP,Eaglescliffe
00EFNQ,Fairfield
00EFNR,Grangefield
00EFNS,Hardwick
00EFNT,Hartburn
00EFNU,Ingleby Barwick East
00EFNW,Ingleby Barwick West
00EFNX,Mandale and Victoria
00EFNY,Newtown
00EFNZ,Northern Parishes
00EFPA,Norton North
00EFPB,Norton South
00EFPC,Norton West
00EFPD,Parkfield and Oxbridge
00EFPE,Roseworth
00EFPF,Stainsby Hill
00EFPG,Stockton Town Centre
00EFPH,Village
00EFPJ,Western Parishes
00EFPK,Yarm
00EHNC,Bank Top
00EHND,Central
00EHNE,Cockerton East
00EHNF,Cockerton West
00EHNG,College
00EHNH,Eastbourne
00EHNJ,Faverdale
00EHNK,Harrowgate Hill
00EHNL,Haughton East
00EHNM,Haughton North
00EHNN,Haughton West
00EHNP,Heighington and Coniscliffe
00EHNQ,Hummersknott
00EHNR,Hurworth
00EHNS,Lascelles
00EHNT,Lingfield
00EHNU,Middleton St George
00EHNW,Mowden
00EHNX,North Road
00EHNY,Northgate
00EHNZ,Park East
00EHPA,Park West
00EHPB,Pierremont
00EHPC,Sadberge and Whessoe
00ETMY,Appleton
00ETMZ,Beechwood
00ETNA,Birchfield
00ETNB,Broadheath
00ETNC,Castlefields
00ETND,Daresbury
00ETNE,Ditton
00ETNF,Farnworth
00ETNG,Grange
00ETNH,Hale
00ETNJ,Halton Brook
00ETNK,Halton Lea
00ETNL,Halton View
00ETNM,Heath
00ETNN,Hough Green
00ETNP,Kingsway
00ETNQ,Mersey
00ETNR,Norton North
00ETNS,Norton South
00ETNT,Riverside
00ETNU,Windmill Hill
00EUNB,Appleton
00EUNC,Bewsey and Whitecross
00EUND,Birchwood
00EUNE,Burtonwood and Winwick
00EUNF,"Culcheth, Glazebury and Croft"
00EUNG,Fairfield and Howley
00EUNH,Grappenhall and Thelwall
00EUNJ,Great Sankey North
00EUNK,Great Sankey South
00EUNL,"Hatton, Stretton and Walton"
00EUNM,Latchford East
00EUNN,Latchford West
00EUNP,Lymm
00EUNQ,Orford
00EUNR,Penketh and Cuerdley
00EUNS,Poplars and Hulme
00EUNT,Poulton North
00EUNU,Poulton South
00EUNW,Rixton and Woolston
00EUNX,Stockton Heath
00EUNY,Westbrook
00EUNZ,Whittle Hall
00EXMZ,Audley
00EXNA,Bastwell
00EXNB,Beardwood with Lammack
00EXNC,Corporation Park
00EXND,Earcroft
00EXNE,East Rural
00EXNF,Ewood
00EXNG,Fernhurst
00EXNH,Higher Croft
00EXNJ,Little Harwood
00EXNK,Livesey with Pleasington
00EXNL,Marsh House
00EXNM,Meadowhead
00EXNN,Mill Hill
00EXNP,North Turton with Tockholes
00EXNQ,Queen's Park
00EXNR,Roe Lee
00EXNS,Shadsworth with Whitebirk
00EXNT,Shear Brow
00EXNU,Sudell
00EXNW,Sunnyhurst
00EXNX,Wensley Fold
00EXNY,Whitehall
00EYMZ,Anchorsholme
00EYNA,Bispham
00EYNB,Bloomfield
00EYNC,Brunswick
00EYND,Claremont
00EYNE,Clifton
00EYNF,Greenlands
00EYNG,Hawes Side
00EYNH,Highfield
00EYNJ,Ingthorpe
00EYNK,Layton
00EYNL,Marton
00EYNM,Norbreck
00EYNN,Park
00EYNP,Squires Gate
00EYNQ,Stanley
00EYNR,Talbot
00EYNS,Tyldesley
00EYNT,Victoria
00EYNU,Warbreck
00EYNW,Waterloo
00FAMX,Avenue
00FAMY,Beverley
00FAMZ,Boothferry
00FANA,Bransholme East
00FANB,Bransholme West
00FANC,Bricknell
00FAND,Derringham
00FANE,Drypool
00FANF,Holderness
00FANG,Ings
00FANH,Kings Park
00FANJ,Longhill
00FANK,Marfleet
00FANL,Myton
00FANM,Newington
00FANN,Newland
00FANP,Orchard Park and Greenwood
00FANQ,Pickering
00FANR,St Andrew's
00FANS,Southcoates East
00FANT,Southcoates West
00FANU,Sutton
00FANW,University
00FBND,Beverley Rural
00FBNE,Bridlington Central and Old Town
00FBNF,Bridlington North
00FBNG,Bridlington South
00FBNH,Cottingham North
00FBNJ,Cottingham South
00FBNK,Dale
00FBNL,Driffield and Rural
00FBNM,East Wolds and Coastal
00FBNN,Goole North
00FBNP,Goole South
00FBNQ,Hessle
00FBNR,Howden
00FBNS,Howdenshire
00FBNT,Mid Holderness
00FBNU,Minster and Woodmansey
00FBNW,North Holderness
00FBNX,Pocklington Provincial
00FBNY,St Mary's
00FBNZ,"Snaith, Airmyn, Rawcliffe and Marshland"
00FBPA,South East Holderness
00FBPB,South Hunsley
00FBPC,South West Holderness
00FBPD,Tranby
00FBPE,Willerby and Kirk Ella
00FBPF,Wolds Weighton
00FCMQ,Croft Baker
00FCMR,East Marsh
00FCMS,Freshney
00FCMT,Haverstoe
00FCMU,Heneage
00FCMW,Humberston and New Waltham
00FCMX,Immingham
00FCMY,Park
00FCMZ,Scartho
00FCNA,Sidney Sussex
00FCNB,South
00FCNC,Waltham
00FCND,West Marsh
00FCNE,Wolds
00FCNF,Yarborough
00FDMR,Ashby
00FDMS,Axholme Central
00FDMT,Axholme North
00FDMU,Axholme South
00FDMW,Barton
00FDMX,Bottesford
00FDMY,Brigg and Wolds
00FDMZ,Broughton and Appleby
00FDNA,Brumby
00FDNB,Burringham and Gunness
00FDNC,Burton upon Stather and Winterton
00FDND,Crosby and Park
00FDNE,Ferry
00FDNF,Frodingham
00FDNG,Kingsway with Lincoln Gardens
00FDNH,Ridge
00FDNJ,Town
00FFNG,Acomb
00FFNH,Bishopthorpe
00FFNJ,Clifton
00FFNK,Derwent
00FFNL,Dringhouses and Woodthorpe
00FFNM,Fishergate
00FFNN,Fulford
00FFNP,Guildhall
00FFNQ,Haxby and Wigginton
00FFNR,Heslington
00FFNS,Heworth
00FFNT,Heworth Without
00FFNU,Holgate
00FFNW,Hull Road
00FFNX,Huntington and New Earswick
00FFNY,Micklegate
00FFNZ,Osbaldwick
00FFPA,Rural West York
00FFPB,"Skelton, Rawcliffe and Clifton Without"
00FFPC,Strensall
00FFPD,Westfield
00FFPE,Wheldrake
00FKMX,Abbey
00FKMY,Allestree
00FKMZ,Alvaston
00FKNA,Arboretum
00FKNB,Blagreaves
00FKNC,Boulton
00FKND,Chaddesden
00FKNE,Chellaston
00FKNF,Darley
00FKNG,Derwent
00FKNH,Littleover
00FKNJ,Mackworth
00FKNK,Mickleover
00FKNL,Normanton
00FKNM,Oakwood
00FKNN,Sinfin
00FKNP,Spondon
00FNNF,Abbey
00FNNG,Aylestone
00FNNH,Beaumont Leys
00FNNJ,Belgrave
00FNNK,Braunstone Park and Rowley Fields
00FNNL,Castle
00FNNM,Charnwood
00FNNN,Coleman
00FNNP,Evington
00FNNQ,Eyres Monsell
00FNNR,Fosse
00FNNS,Freemen
00FNNT,Humberstone and Hamilton
00FNNU,Knighton
00FNNW,Latimer
00FNNX,New Parks
00FNNY,Rushey Mead
00FNNZ,Spinney Hills
00FNPA,Stoneygate
00FNPB,Thurncourt
00FNPC,Westcotes
00FNPD,Western Park
00FPMS,Braunston and Belton
00FPMT,Cottesmore
00FPMU,Exton
00FPMW,Greetham
00FPMX,Ketton
00FPMY,Langham
00FPMZ,Lyddington
00FPNA,Martinsthorpe
00FPNB,Normanton
00FPNC,Oakham North East
00FPND,Oakham North West
00FPNE,Oakham South East
00FPNF,Oakham South West
00FPNG,Ryhall and Casterton
00FPNH,Uppingham
00FPNJ,Whissendine
00FYNE,Arboretum
00FYNF,Aspley
00FYNG,Basford
00FYNH,Berridge
00FYNJ,Bestwood
00FYNK,Bilborough
00FYNL,Bridge
00FYNM,Bulwell
00FYNN,Bulwell Forest
00FYNP,Clifton North
00FYNQ,Clifton South
00FYNR,Dales
00FYNS,Dunkirk and Lenton
00FYNT,Leen Valley
00FYNU,Mapperley
00FYNW,Radford and Park
00FYNX,St Ann's
00FYNY,Sherwood
00FYNZ,Wollaton East and Lenton Abbey
00FYPA,Wollaton West
00GANY,Aylestone
00GANZ,Backbury
00GAPA,Belmont
00GAPB,Bircher
00GAPC,Bringsty
00GAPD,Bromyard
00GAPE,"Burghill, Holmer and Lyde"
00GAPF,Castle
00GAPG,Central
00GAPH,Credenhill
00GAPJ,Frome
00GAPK,Golden Cross with Weobley
00GAPL,Golden Valley North
00GAPM,Golden Valley South
00GAPN,Hagley
00GAPP,Hampton Court
00GAPQ,Hollington
00GAPR,Hope End
00GAPS,Kerne Bridge
00GAPT,Kington Town
00GAPU,Ledbury
00GAPW,Leominster North
00GAPX,Leominster South
00GAPY,Llangarron
00GAPZ,Mortimer
00GAQA,Old Gore
00GAQB,Pembridge and Lyonshall with Titley
00GAQC,Penyard
00GAQD,Pontrilas
00GAQE,Ross-on-Wye East
00GAQF,Ross-on-Wye West
00GAQG,St Martins and Hinton
00GAQH,St Nicholas
00GAQJ,Stoney Street
00GAQK,Sutton Walls
00GAQL,Three Elms
00GAQM,Tupsley
00GAQN,Upton
00GAQP,Valletts
00GAQQ,Wormsley Ridge
00GFNM,Apley Castle
00GFNN,Arleston
00GFNP,Brookside
00GFNQ,Church Aston and Lilleshall
00GFNR,College
00GFNS,Cuckoo Oak
00GFNT,Dawley Magna
00GFNU,Donnington
00GFNW,Dothill
00GFNX,Edgmond
00GFNY,Ercall
00GFNZ,Ercall Magna
00GFPA,Hadley and Leegomery
00GFPB,Haygate
00GFPC,Horsehay and Lightmoor
00GFPD,Ironbridge Gorge
00GFPE,Ketley and Oakengates
00GFPF,Lawley and Overdale
00GFPG,Madeley
00GFPH,Malinslee
00GFPJ,Muxton
00GFPK,Newport East
00GFPL,Newport North
00GFPM,Newport South
00GFPN,Newport West
00GFPP,Park
00GFPQ,Priorslee
00GFPR,St Georges
00GFPS,Shawbirch
00GFPT,The Nedge
00GFPU,Woodside
00GFPW,Wrockwardine
00GFPX,Wrockwardine Wood and Trench
00GLMX,Abbey Green
00GLMY,Bentilee and Townsend
00GLMZ,Berryhill and Hanley East
00GLNA,Blurton
00GLNB,Burslem North
00GLNC,Burslem South
00GLND,Chell and Packmoor
00GLNE,East Valley
00GLNF,Fenton
00GLNG,Hanley West and Shelton
00GLNH,Hartshill and Penkhull
00GLNJ,Longton North
00GLNK,Longton South
00GLNL,Meir Park and Sandon
00GLNM,Northwood and Birches Head
00GLNN,Norton and Bradeley
00GLNP,Stoke and Trent Vale
00GLNQ,Trentham and Hanford
00GLNR,Tunstall
00GLNS,Weston and Meir North
00HANP,Abbey
00HANQ,Bathavon North
00HANR,Bathavon South
00HANS,Bathavon West
00HANT,Bathwick
00HANU,Chew Valley North
00HANW,Chew Valley South
00HANX,Clutton
00HANY,Combe Down
00HANZ,Farmborough
00HAPA,High Littleton
00HAPB,Keynsham East
00HAPC,Keynsham North
00HAPD,Keynsham South
00HAPE,Kingsmead
00HAPF,Lambridge
00HAPG,Lansdown
00HAPH,Lyncombe
00HAPJ,Mendip
00HAPK,Midsomer Norton North
00HAPL,Midsomer Norton Redfield
00HAPM,Newbridge
00HAPN,Odd Down
00HAPP,Oldfield
00HAPQ,Paulton
00HAPR,Peasedown
00HAPS,Publow and Whitchurch
00HAPT,Radstock
00HAPU,Saltford
00HAPW,Southdown
00HAPX,Timsbury
00HAPY,Twerton
00HAPZ,Walcot
00HAQA,Westfield
00HAQB,Westmoreland
00HAQC,Weston
00HAQD,Widcombe
00HBNM,Ashley
00HBNN,Avonmouth
00HBNP,Bedminster
00HBNQ,Bishopston
00HBNR,Bishopsworth
00HBNS,Brislington East
00HBNT,Brislington West
00HBNU,Cabot
00HBNW,Clifton
00HBNX,Clifton East
00HBNY,Cotham
00HBNZ,Easton
00HBPA,Eastville
00HBPB,Filwood
00HBPC,Frome Vale
00HBPD,Hartcliffe
00HBPE,Henbury
00HBPF,Hengrove
00HBPG,Henleaze
00HBPH,Hillfields
00HBPJ,Horfield
00HBPK,Kingsweston
00HBPL,Knowle
00HBPM,Lawrence Hill
00HBPN,Lockleaze
00HBPP,Redland
00HBPQ,St George East
00HBPR,St George West
00HBPS,Southmead
00HBPT,Southville
00HBPU,Stockwood
00HBPW,Stoke Bishop
00HBPX,Westbury-on-Trym
00HBPY,Whitchurch Park
00HBPZ,Windmill Hill
00HCNP,Backwell
00HCNQ,Banwell and Winscombe
00HCNR,Blagdon and Churchill
00HCNS,Clevedon Central
00HCNT,Clevedon East
00HCNU,Clevedon North
00HCNW,Clevedon South
00HCNX,Clevedon Walton
00HCNY,Clevedon West
00HCNZ,Clevedon Yeo
00HCPA,Congresbury
00HCPB,Easton-in-Gordano
00HCPC,Gordano
00HCPD,Hutton and Locking
00HCPE,Kewstoke
00HCPF,Nailsea East
00HCPG,Nailsea North and West
00HCPH,Pill
00HCPJ,Portishead Central
00HCPK,Portishead Coast
00HCPL,Portishead East
00HCPM,Portishead Redcliffe Bay
00HCPN,Portishead South and North Weston
00HCPP,Portishead West
00HCPQ,Weston-super-Mare Central
00HCPR,Weston-super-Mare Clarence and Uphill
00HCPS,Weston-super-Mare East
00HCPT,Weston-super-Mare Milton and Old Worle
00HCPU,Weston-super-Mare North Worle
00HCPW,Weston-super-Mare South
00HCPX,Weston-super-Mare South Worle
00HCPY,Weston-super-Mare West
00HCPZ,Winford
00HCQA,Wraxall and Long Ashton
00HCQB,Wrington
00HCQC,Yatton
00HDNR,Almondsbury
00HDNS,Alveston
00HDNT,Bitton
00HDNU,Boyd Valley
00HDNW,Bradley Stoke  Baileys Court
00HDNX,Bradley Stoke  Bowsland
00HDNY,Bradley Stoke  Sherbourne
00HDNZ,Charfield
00HDPA,Chipping Sodbury
00HDPB,Cotswold Edge
00HDPC,Dodington
00HDPD,Downend
00HDPE,Filton
00HDPF,Frampton Cotterell
00HDPG,Hanham
00HDPH,Kings Chase
00HDPJ,Ladden Brook
00HDPK,Longwell Green
00HDPL,Oldland Common
00HDPM,Parkwall
00HDPN,Patchway
00HDPP,Pilning and Severn Beach
00HDPQ,Rodway
00HDPR,Severn
00HDPS,Siston
00HDPT,Staple Hill
00HDPU,Stoke Gifford
00HDPW,Thornbury North
00HDPX,Thornbury South
00HDPY,Westerleigh
00HDPZ,Winterbourne
00HDQA,Woodstock
00HDQB,Yate Central
00HDQC,Yate North
00HDQD,Yate West
00HGMX,Budshead
00HGMY,Compton
00HGMZ,Devonport
00HGNA,Drake
00HGNB,Efford and Lipson
00HGNC,Eggbuckland
00HGND,Ham
00HGNE,Honicknowle
00HGNF,Moor View
00HGNG,Peverell
00HGNH,Plympton Chaddlewood
00HGNJ,Plympton Erle
00HGNK,Plympton St Mary
00HGNL,Plymstock Dunstone
00HGNM,Plymstock Radford
00HGNN,St Budeaux
00HGNP,St Peter and the Waterfront
00HGNQ,Southway
00HGNR,Stoke
00HGNS,Sutton and Mount Gould
00HHMN,Berry Head-with-Furzeham
00HHMP,Blatchcombe
00HHMQ,Churston-with-Galmpton
00HHMR,Clifton-with-Maidenway
00HHMS,Cockington-with-Chelston
00HHMT,Ellacombe
00HHMU,Goodrington-with-Roselands
00HHMW,Preston
00HHMX,Roundham-with-Hyde
00HHMY,St Marychurch
00HHMZ,St Mary's-with-Summercombe
00HHNA,Shiphay-with-the-Willows
00HHNB,Tormohun
00HHNC,Watcombe
00HHND,Wellswood
00HNMW,Boscombe East
00HNMX,Boscombe West
00HNMY,Central
00HNMZ,East Cliff and Springbourne
00HNNA,East Southbourne and Tuckton
00HNNB,Kinson North
00HNNC,Kinson South
00HNND,Littledown and Iford
00HNNE,Moordown
00HNNF,Queen's Park
00HNNG,Redhill and Northbourne
00HNNH,Strouden Park
00HNNJ,Talbot and Branksome Woods
00HNNK,Throop and Muscliff
00HNNL,Wallisdown and Winton West
00HNNM,West Southbourne
00HNNN,Westbourne and West Cliff
00HNNP,Winton East
00HPMP,Alderney
00HPMQ,Branksome East
00HPMR,Branksome West
00HPMS,Broadstone
00HPMT,Canford Cliffs
00HPMU,Canford Heath East
00HPMW,Canford Heath West
00HPMX,Creekmoor
00HPMY,Hamworthy East
00HPMZ,Hamworthy West
00HPNA,Merley and Bearwood
00HPNB,Newtown
00HPNC,Oakdale
00HPND,Parkstone
00HPNE,Penn Hill
